,code,name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
2986,23611,AAR Health care buruburu,AAR Healthcare buruburu,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,Yes,Yes,No,Yes,Yes,No
3008,23405,Agakhan University Hospital Valley Arcade Clinic,Agakhan University Hospital Valley Arcade Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,None,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,Yes,Yes,No,Yes,Yes,No
3012,23399,Bristol Park Hospital Utawala,Bristol Park Hospital Utawala,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,0,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3020,23415,Hope World Wide Kenya Tassia,Hope World Wide Kenya Tassia,Level 3,Basic Health Centre,HEALTH CENTRE,Non-Governmental Organizations,Non-Governmental Organizations,Other,2,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,Yes,Yes,No,Yes,Yes,No
3028,23385,Better Living Hospital,Better Living Hospital,Level 4,Primary care hospitals,HOSPITALS,Seventh Day Adventist,Faith Based Organization,Kenya MPDB,13,4,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3040,23414,Kware Dispensary,Kware Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,4,0,Nairobi,Embakasi South,Embakasi South,Kware,Operational,No,No,No,No,Yes,Yes,No
3041,23373,Mihang'o Community Dispensary,Mihang'o Community Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,Nairobi,Embakasi East,Embakasi East,Mihango,Operational,No,No,No,No,Yes,Yes,No
3057,23361,Bliss GVS Health Care (college House),Bliss GVS Health Care (college House),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
3058,23360,Bliss GVS Health Care (Telepost Clinic),Bliss GVS Health Care (Teleposta Clinic),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
3062,23362,Mariakani Nursing Home and Rehabilitation Centre (South C),Mariakani Nursing Home and Rehabilitation Centre,Level 3,Nursing Homes,NURSING HOME,Private Practice - Private Institution Academic,Private Practice,Pharmacy & Poisons Board,43,0,Nairobi,Langata,Langata,South C,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3081,23334,Star General Medical Centre,Star General Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Lucky Summer,Operational,Yes,Yes,Yes,No,Yes,Yes,No
3160,23224,Cancer Care Kenya,cancer care kenya limited,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,Yes,Yes,No
3171,23204,AIC Kijabe Hospital Nairobi Medical Centre,AIC Kijabe Hospital Nairobi Medical Centre,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,5,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,No,No,No,No,Yes,Yes,No
3175,23200,bar Hostess Empowerment & Support programme-Roysambu,Bar Hostess Empowerment Support Program (Roysambu),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,None,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,No,No,No,Yes,Yes,No
3190,23190,Partners For Care Medical Centre,Partners For Care Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,None,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,No,No,No,Yes,Yes,No
3240,23117,Nephromed LTD,Nephromed LTD,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,18,5,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3256,23097,Nairobi Place Treatment Centre Tumaini Ltd,Nairobi Place Treatment Centre Tumaini Ltd,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,0,Nairobi,Langata,Langata,Karen,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3258,23095,Nairobi Place Specialized Medical Centre Ltd(Karen),Nairobi Place Specialized Medical Centre Ltd,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,None,30,0,Nairobi,Langata,Langata,Karen,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3281,23068,Radiant Hospital Kasarani Annex,Radiant Hospital Kasarani Annex,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,Yes,No,Yes,Yes,No
3291,23058,Bliss GVS Embakasi Clinic,Bliss GVS Embakasi Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4,1,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3298,23050,Nimoli Medical Services Fedha,Nimoli Medical Services (Fedha),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,No,No,No,Yes,Yes,No
3299,23049,Ivory Health Solutions Limited,Ivory Health Solutions Limited,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
3306,23041,Dr.Joy P.Mpaata,Dr.Joy P.Mpaata,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,No,No,Yes,Yes,No
3307,23040,LVCT Health Hurlinghum Dice,LVCT Health Dice (Hurlinghum),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,No,No,Yes,Yes,No
3343,23002,Joyland F Clinic Tassia,Joyland F Clinic Tassia,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,8,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3347,22995,Balozi Hospital LTD,Balozi Hospital LTD,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,13,2,Nairobi,Starehe,Starehe,Nairobi South,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3362,22977,Fairview Medical Clinic,Fairview Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),4,0,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,No,No,Yes,No,Yes,Yes,No
3363,22976,RADIANT GROUP OF HOSPITALS-UMOJA,Radiant Group of Hospitals (Umoja),Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,34,0,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3383,22948,Nazareth Medical Services-Githurai,Nazareth Medical Services-Githurai,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3385,22946,Penda Medical Care-Kahawa West,Penda Medical Care (Kahawa West),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Kahawa West,Operational,No,Yes,Yes,No,Yes,Yes,No
3393,22938,The Mater Hospital-Satelite Clinic(TRM),The Mater Hospital-Satelite Clinic(TRM),Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3413,22916,Africare Limited Embakasi Clinic,Africare Limited Embakasi Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,4,1,Nairobi,Embakasi South,Embakasi South,Imara Daima,Operational,No,Yes,Yes,No,Yes,Yes,No
3414,22915,Avenue Healthcare Greenspan,Avenue Healthcare Greenspan,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,5,2,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,No,Yes,Yes,No,Yes,Yes,No
3430,22897,Avenue Healthcare Clinic Buruburu,Avenue Healthcare Clinic (Buruburu),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,No,No,No,Yes,Yes,No
3432,22895,Kilele Medical Specialist Centre,Kilele Medical Specialist Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Maringo/Hamza,Operational,No,No,Yes,No,Yes,Yes,No
3437,22889,Sanctuary Rains Medical Centre,Sanctuary Rains Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,1,Nairobi,Dagoretti South,Dagoretti South,Uthiru/Ruthimitu,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3454,22867,Africare Ltd Forts building,Africare Ltd Forts building,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,Yes,Yes,No
3455,22866,Africare Ltd NHIF clinic,Africare Ltd NHIF clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,Yes,No,Yes,Yes,No
3457,22863,BHESP MOWLEM DICE CLINIC,BHESP MOWLEM DICE CLINIC,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Embakasi West,Embakasi West,Mowlem,Operational,No,No,No,No,Yes,Yes,No
3461,22857,Saika Community Medical Centre,Saika Community Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,Yes,No,Yes,Yes,No
3462,22856,Dornaled Community Health Centre and Maternity,Dornaled Community Health Centre and Maternity,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3463,22854,Hopkins Medical Clinic,Hopkins Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,Yes,No,Yes,Yes,No
3466,22851,Oasis Doctors Plaza Nairobi Green House,Oasis Doctors Plaza Nairobi Green House,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,Yes,Yes,No
3467,22850,Karen Roses Medical Clinic,Karen Roses Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Langata,Langata,Karen,Operational,No,No,No,No,Yes,Yes,No
3469,22848,Uzima Uhai Health Centre,Uzima Uhai Health Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Mwiki,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3472,22844,South C Hospital Limited(South C),South C Hospital Limited(South C),Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,8,0,Nairobi,Langata,Langata,South C,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3474,22842,Medicross Limited Langata Mall(Mugumoini),Medicross Limited Langata Mall(Mugumoini),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,Yes,No,Yes,Yes,No
3502,22805,South C Dialysis Centre,South C Dialysis Centre Limited,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,4,0,Nairobi,Langata,Langata,South C,Operational,No,Yes,Yes,No,Yes,Yes,No
3507,22791,Equity Afia Kawangware,Equity Afia Kawangware,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,1,2,Nairobi,Dagoretti North,Dagoretti North,Kawangware,Operational,No,No,No,No,Yes,Yes,No
3508,22790,Smilestar Medical Services &Dental Care,Smilestar Medical Services & Dental Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,Yes,Yes,No,Yes,Yes,No
3513,22785,Gertrude's Children Hospital-Thika Rd,Gertrude's Children Hospital Clinic (Thika Road),Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3514,22784,Equity Afia Kayole,Equity Afia Kayole,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,No,No,Yes,No,Yes,Yes,No
3524,22772,Aga Khan University Hosp Mother & Child Clinic,Aga Khan University Hosp Mother & Child Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,No,No,Yes,No,Yes,Yes,No
3526,22769,Well living Medical Clinic,Well Living Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,3,Nairobi,Embakasi Central,Embakasi Central,Matopeni/Spring Valley,Operational,No,No,Yes,No,Yes,Yes,No
3571,22686,Brightstar Medical Centre,Brightstar Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,1,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,No,No,No,No,Yes,Yes,No
3581,22673,Professor Wasuna Clinic,Professor Wasuna Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,Yes,Yes,No
3605,22639,Africare Ltd Karen Clinic,Africare Ltd Karen Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Karen,Operational,No,No,No,No,Yes,Yes,No
3638,22592,Dr.Stephen Kamore Wanjohi,Dr.Stephen Kamore Wanjohi,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,Yes,Yes,No
3658,22562,Avenue Health Care Embakasi,Avenue Health Care Embakasi,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,8,4,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,Yes,Yes,No,Yes,Yes,No
3694,22521,Transami Medical Centre,Transami Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,1,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,No,No,No,Yes,Yes,No
3778,22351,Euraka Medical Centre,Euraka Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,15,1,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3779,22349,SWOP Clinic Donholm,SWOP Clinic Donholm,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,4,0,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3785,22342,Bahati Community Hospital,Bahati Community Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,8,8,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3793,22332,Avenue Health  Care( Garden City Clinic ),Avenue Health Care (Garden City Mall),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Babandogo,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3849,22239,OTTOMAN Medical Centre,OTTOMAN Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3887,22176,The Agha Khan Medical Centre-Rigeways(Kiambu Rd.),The Agha Khan Medical Centre-Rigeways(Kiambu Rd.),Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Utalii,Operational,No,Yes,Yes,No,Yes,Yes,No
3888,22175,Springs Health Services,Springs Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Ruaraka,Ruaraka,Babandogo,Operational,No,No,Yes,No,Yes,Yes,No
3891,22172,Providence Medical Centre - Mathare North,Providence Medical Centre (Mathare North),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,0,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3892,22171,Imani 44 Medical Clinic,Imani 44 Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,Yes,Yes,Yes,Yes,Yes,No
3893,22170,Mercylight  Hospital-Lucky Summer,Mercylight Hospital (Lucky Summer),Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),7,1,Nairobi,Ruaraka,Ruaraka,Lucky Summer,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
3894,22169,Nelly Medical Centre,Nelly Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Nairobi,Ruaraka,Ruaraka,Lucky Summer,Operational,No,Yes,Yes,No,Yes,Yes,No
3907,22150,SVG Health Care Limited,SVG Health Care Limited,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Karura,Operational,No,No,Yes,No,Yes,Yes,No
3908,22149,Dr. Mazaher Hassan Jaffer,Dr. Mazaher Hassan Jaffer,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,Yes,No,Yes,Yes,No
3909,22148,Dr. Racheal Muthoni Rukaria,Dr Rachael Muthoni Rukaria,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,Yes,Yes,No
3911,22146,Columbia Africa Health Care Ltd,Columbia Africa Health Care Ltd,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,Yes,Yes,No,Yes,Yes,No
3930,22117,Hayat Hospital,Hayat Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,15,2,Nairobi,Starehe,Starehe,Pangani,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
